Text,Class
ಇಂದಿನ ದಿನ ಯಾವುದು,2
"ಪರೀಕ್ಷೆಯ ನಂತರ, ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಹತ್ತು ದಿನಗಳ ರಜೆ ಇರುತ್ತದೆ",2
ಪುಸ್ತಕದಂಗಡಿಯಿಂದ ಪುಸ್ತಕವನ್ನು ಸಂಗ್ರಹಿಸಿ,2
ಪುಸ್ತಕದಂಗಡಿ ಮೂರನೇ ಮಹಡಿಯಲ್ಲಿದೆ,2
ನಾನು ಲೈಬ್ರರಿಯಿಂದ ಪುಸ್ತಕವನ್ನು ಎರವಲು ಪಡೆದಿದ್ದೇನೆ,2
ಗ್ರಂಥಾಲಯದಲ್ಲಿ ಇಪ್ಪತ್ತು ಇಂಗ್ಲಿಷ್ ಪುಸ್ತಕಗಳಿವೆ,2
ನವೆಂಬರ್ ಮೊದಲ ದಿನ ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವ,2
ನಿಮ್ಮ ವಿಳಾಸ ಏನು,2
ನಿಮ್ಮ ಆಧಾರ್ ಸಂಖ್ಯೆ ಏನು,2
ಸಂಜೆ ಹೊತ್ತಿಗೆ ಕ್ಯಾಬ್ ಬರುತ್ತದೆ,2
ನೈರ್ಮಲ್ಯವು ನಿಮ್ಮನ್ನು ರೋಗಗಳಿಂದ ದೂರವಿಡುತ್ತದೆ,2
ನಿಮ್ಮನ್ನು ಹೈಡ್ರೇಟ್ ಮಾಡಿ,2
ಯೋಗವು ನಿಮ್ಮ ದೇಹವನ್ನು ಶಾಂತಗೊಳಿಸುತ್ತದೆ,2
ವಿಮಾನ ನಿಲ್ದಾಣವು ನನ್ನ ಮನೆಯಿಂದ ದೂರದಲ್ಲಿದೆ,2
ಕಂಪ್ಯೂಟರ್ ಮುಂದೆ ಹೆಚ್ಚು ಗಂಟೆಗಳ ಕಾಲ ಕುಳಿತುಕೊಳ್ಳುವುದು ನಿಮ್ಮ ಕಣ್ಣುಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ,2
ಅಪ್ಲಿಕೇಶನ್‌ಗಳನ್ನು ಪ್ಲೇಸ್ಟೋರ್‌ನಿಂದ ಡೌನ್‌ಲೋಡ್ ಮಾಡಬಹುದು,2
ನಿಮ್ಮ ಪಾತ್ರೆಗಳನ್ನು ನಿಯಮಿತವಾಗಿ ತೊಳೆಯಿರಿ,2
ಈ ಮನೆಯ ಪ್ರತಿ ಚದರ ಅಡಿ ಬೆಲೆ ಎಷ್ಟು,2
ಟೊಮೆಟೊ ವಾಸ್ತವವಾಗಿ ಒಂದು ಹಣ್ಣು,2
ನೀವು ಬಕೆಟ್ ಅನ್ನು ಟೆರೇಸ್ನಲ್ಲಿ ಇರಿಸಬಹುದು,2
ಉಡುಪಿನ ಆಯ್ಕೆಯು ವ್ಯಕ್ತಿತ್ವವನ್ನು ನಿರ್ಧರಿಸುತ್ತದೆ,2
ಸೀರೆ ಭಾರತೀಯ ಮಹಿಳೆಯರ ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆಯಾಗಿದೆ,2
ಆನೆಗಳಿಗೆ ಉತ್ತಮ ಜ್ಞಾಪಕ ಶಕ್ತಿ ಇದೆ,2
ಬಾದಾಮಿಯು ಜ್ಞಾಪಕಶಕ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ,2
ವರ್ಷಗಳಲ್ಲಿ ತಂತ್ರಜ್ಞಾನವು ಪ್ರಗತಿ ಸಾಧಿಸಿದೆ,2
ಬೆಂಗಳೂರು ಭಾರತದ ಐಟಿ ಕೇಂದ್ರವಾಗಿದೆ,2
ಭಾರತದಲ್ಲಿ ವಿವಿಧ ನೃತ್ಯ ಪ್ರಕಾರಗಳಿವೆ,2
ವಂದೇ ಭಾರತ್ ರೈಲು ಹೊಸದಾಗಿ ಉದ್ಘಾಟನೆಗೊಂಡಿದೆ,2
ಪ್ರಯತ್ನಿಸುವ ಮೊದಲು ಪ್ರಶ್ನೆಗಳನ್ನು ಓದಿ,2
ಮುಂಬೈ ಭಾರತದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿರುವ ನಗರವಾಗಿದೆ,2
ಭಾರತವು ಎರಡನೇ ಅತಿ ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆಯನ್ನು ಹೊಂದಿದೆ,2
ಸ್ಟ್ಯಾಚ್ಯೂ ಆಫ್ ಲಿಬರ್ಟಿಯನ್ನು ಫ್ರಾನ್ಸ್ ಇಂಗ್ಲೆಂಡ್‌ಗೆ ಹಸ್ತಾಂತರಿಸಿತು,2
ಕೆಂಪೇಗೌಡರು ಅವರ ಕಾಲದ ವಿದ್ಯಾವಂತ ದೊರೆಗಳಲ್ಲಿ ಒಬ್ಬರು,2
ಇಂದು ಸೋಮವಾರ,2
ನಾಳೆ ಸೋಮವಾರ,2
ನಾನು ಸ್ನಾನ ಮಾಡಲು ಹೋಗುತ್ತಿದ್ದೇನೆ,2
ನಾನು ಮಲಗಲು ಸಾಧ್ಯವಿಲ್ಲ,2
ಈ ಯೋಜನೆಯನ್ನು ಪೂರ್ಣಗೊಳಿಸಲು ನನಗೆ ಇನ್ನೂ ಏಳು ವಾರಗಳಿವೆ,2
ಸಮಯ ಏನು?,2
ಇದು ಯಾವ ದಿನ?,2
ನನ್ನ ರಾತ್ರಿ ಪಾಳಿ ಇಂದು ರಾತ್ರಿ 8 ಗಂಟೆಗೆ ಪ್ರಾರಂಭವಾಗುತ್ತದೆ,2
ಇಂದು ಭಾನುವಾರ,2
ನಾವು ಮುಂದಿನ ವಾರ ಹೊರಡಲು ಯೋಜಿಸುತ್ತಿದ್ದೇವೆ. ಆದರೂ ನಮಗೆ ಖಚಿತವಾಗಿಲ್ಲ,2
ನಾಳೆ ಶನಿವಾರ,2
ನಾನು ನಾಳೆ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸುತ್ತೇನೆ,2
ನಾನು ಇಂದು ಮಧ್ಯಾಹ್ನ ಚಿಕ್ಕನಿದ್ರೆ ಮಾಡಬೇಕಾಗಿದೆ,2
ನನ್ನ ಸ್ನೇಹಿತ ನನ್ನ ಪುಸ್ತಕವನ್ನು ಹಿಂದಿರುಗಿಸಿದನು,2
ಪರದೆಗಳು ಸೂರ್ಯನ ಕಿರಣಗಳು ಮತ್ತು ಧೂಳಿನಿಂದ ನಮ್ಮನ್ನು ರಕ್ಷಿಸುತ್ತವೆ,2
ಭಾರತ ಪ್ರಜಾಪ್ರಭುತ್ವ ರಾಷ್ಟ್ರ,2
ಬಾಲ್ಯದಿಂದಲೇ ಆರೋಗ್ಯಕರ ಅಭ್ಯಾಸಗಳನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕು,2
ನನ್ನ ಸ್ನೇಹಿತ ನನ್ನ ಪುಸ್ತಕವನ್ನು ಹಿಂದಿರುಗಿಸಿದನು,2
ನನ್ನ ಬೆಸ್ಟ್ ಫ್ರೆಂಡ್ಸ್ ಎಲ್ಲಿದ್ದಾರೆ?,2
ನನ್ನ ಸ್ನೇಹಿತರು ಏನು ಮಾಡುತ್ತಿದ್ದಾರೆ?,2
ನಮಸ್ಕಾರ!! ಮೇರಿ ಪಾಪಿನ್ಸ್ ಯಾರು?,2
ಹುಟ್ಟುಹಬ್ಬದ ಶುಭಾಶಯಗಳು! ನಾನು ಸ್ವಲ್ಪ ಕೇಕ್ ತಿನ್ನಬಹುದೇ?,2
ನಾನು ಶಾಲೆಯಿಂದ ಹಿಂತಿರುಗಿದೆ,2
ನಾನು ಬೆಳೆದದ್ದು ಭಾರತದಲ್ಲಿ,2
ಅವನ ಬಗ್ಗೆ ಏನು?,2
ಇವತ್ತು ಊಟಕ್ಕೆ ಚಪಾತಿ ತಿಂದೆ,2
ಹಣ್ಣುಗಳು ಇನ್ನೂ ಹಣ್ಣಾಗಿಲ್ಲ,2
ನಾನು ಪ್ರತಿದಿನ ಮೂರು ಬೆಚ್ಚಗಿನ ಊಟವನ್ನು ಹೊಂದಿದ್ದೇನೆ,2
ನಮಸ್ತೆ!! ನೀವು ಇನ್ನೂ ಊಟ ಮಾಡಿದ್ದೀರಾ?,2
ಅವಳ ಮಗು ಶಾಲೆಯಿಂದ ಹಿಂತಿರುಗಿದೆ,2
ನಾನು ಹೆಚ್ಚು ಆಹಾರವನ್ನು ತಿನ್ನಲು ಸಾಧ್ಯವಿಲ್ಲ,2
ನಾನು ಮನೆಯಿಂದ ಕೇಕ್ ತುಂಡು ತರಲು ಮರೆತಿದ್ದೇನೆ,2
ಪರೀಕ್ಷೆಯು ಕೆಟ್ಟದಾಗಿರಲಿಲ್ಲ,2
ಇಂದು ಒಮ್ಮೆ ಮಾತ್ರ ಮಳೆಯಾಗಿದೆ,2
ಅವರು ಮತ್ತೆ ಹಾಡನ್ನು ಪ್ಲೇ ಮಾಡುತ್ತಾರೆ,2
ನಾವು ನಮ್ಮ ಗಮ್ಯಸ್ಥಾನವನ್ನು ತಲುಪಲು ಏಳು ಗಂಟೆಗಳ ಪ್ರಯಾಣ ಮಾಡಿದೆವು,2
ನಾನು ಶಾಲೆಗೆ ಹೋಗಲು ಸಿದ್ಧನಿದ್ದೇನೆ,2
ದಿನದ ಕೆಲಸ ಮುಗಿಸಿ ಮನೆಗೆ ಮರಳಿದಳು,2
ಮನೆಗೆ ಹೋಗುವಾಗ ಕೆಲವು ಹಣ್ಣುಗಳನ್ನು ತರಲು ನನ್ನ ತಾಯಿ ನನ್ನನ್ನು ಕೇಳಿದರು,2
ವೆಬ್‌ಸೈಟ್‌ಗೆ ಲಿಂಕ್ ಅನ್ನು ಈಗ ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ,2
ನನಗೆ ನಿದ್ದೆ ಬರುತ್ತಿಲ್ಲ,2
ಪತ್ರದ ವಿಷಯಗಳು ನನಗೆ ನೆನಪಿಲ್ಲ,2
ನೀವು ಯಾವಾಗ ಹಿಂತಿರುಗುತ್ತಿದ್ದೀರೀ?,2
ನನ್ನ ಮನೆಯಲ್ಲಿ ಯಾರೂ ಹಳೆಯ ಕಂಪ್ಯೂಟರ್ ಬಳಸುವುದಿಲ್ಲ,2
ನಾಳೆ ಸಭೆ ನಿಗದಿಯಾಗಿದೆ,2
ಕನ್ನಡಕವನ್ನು ಧರಿಸುವುದು ಅಹಿತಕರವಾಗಿರುತ್ತದೆ,2
ನಾನು ಇಡೀ ಸರಣಿಯನ್ನು ನೋಡಿ ಮುಗಿಸಿದೆ,2
ನೋಟವು ಮೋಸಗೊಳಿಸಬಹುದು,2
ನನ್ನ ಬಳಿ ಬಹಳಷ್ಟು ಹಣವಿದ್ದರೆ ನಾನು ಕೆಲಸ ಮಾಡುವುದನ್ನು ನಿಲ್ಲಿಸಬಹುದೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ,2
ಶಿಕ್ಷಕರು ಪ್ರತಿ ಬುಧವಾರ ತರಗತಿಯಲ್ಲಿ ಪರೀಕ್ಷೆ ನೀಡಿದರು,2
ಅವಳು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ 5 ಗಂಟೆಗೆ ಎಚ್ಚರಗೊಳ್ಳುತ್ತಾಳೆ,2
ಕೆಮ್ಮು ನಿವಾರಣೆಗೆ ಜೇನುತುಪ್ಪ ಮತ್ತು ಬಿಸಿನೀರು ತುಂಬಾ ಒಳ್ಳೆಯದು,2
ನಾನು ವಿಮಾನ ನಿಲ್ದಾಣದಿಂದ ಸ್ನೇಹಿತನನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದೇನೆ,2
ನೀನು ಹೀಗೆ ಹೇಳುತ್ತಿರುವಾಗ ನೀನು ಏನು ಹೇಳುತ್ತಿ ಎಂದು ನನಗೆ ಅರ್ಥವಾಗಲಿಲ್ಲ,2
ಹೋಟೆಲ್ ಸ್ಥಳೀಯರಿಗೆ ಒಂದೇ ರೀತಿಯ ಸೇವೆಗಳನ್ನು ನೀಡುವುದಿಲ್ಲ,2
ನಾನು ನಿಮ್ಮೊಂದಿಗೆ ನಂತರ ಮಾತನಾಡುತ್ತೇನೆ ಗೆಳೆಯ !!,2
ಇಂದು ನನಗೆ ಮಾಡಲು ಏನೂ ಇಲ್ಲ,2
ನಾವು ನಿನ್ನೆ ಮಾರುಕಟ್ಟೆಗೆ ಹೋಗಿದ್ದೆವು ಆದರೆ ಕೆಲವು ತರಕಾರಿಗಳು. ಬಹಳ ದಿನವಾಗಿತ್ತು ಗೆಳೆಯ,2
ನನ್ನ ಜಿಮ್ ತರಬೇತುದಾರರು ನನ್ನನ್ನು ಹೆಚ್ಚಾಗಿ ವರ್ಕೌಟ್ ಮಾಡಲು ಹೇಳಿದರು,2
ಹೇ! ಯಾರೊಂದಿಗಾದರೂ ಮಾತನಾಡಬೇಕು ಅನಿಸುತ್ತಿದೆ,2
ನಮಸ್ಕಾರ!! ಯಾರಾದರೂ ಇದ್ದೀರಾ?,2
ನಾವು ಕಳೆದ ರಾತ್ರಿ ಬೀದಿಗಳಲ್ಲಿ ಸ್ಕೇಟ್ ಮಾಡಿದೆವು,2
ನಾನು ಬೇರೆ ಯಾವುದನ್ನಾದರೂ ಟೈಪ್ ಮಾಡಲು ಉದ್ದೇಶಿಸಿದೆ,2
ನಾನು ಉಡುಪನ್ನು ಇಷ್ಟಪಟ್ಟರೂ ನನಗೆ ಅದು ನಿಜವಾಗಿಯೂ ಬೇಕು ಎಂದು ನನಗೆ ಖಚಿತವಿಲ್ಲ,2
ಮರುದಿನ ಮೋಡ ಕವಿದ ವಾತಾವರಣ ಇರಲಿದೆ ಎಂದು ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ನೀಡಿದೆ,2
ಪದವಿ ಪಡೆಯಲು ಇನ್ನೂ ಒಂದು ತಿಂಗಳು. ಆದರೂ ನನಗೇನೂ ಭಿನ್ನ ಭಾವನೆ ಇಲ್ಲ,2
ದಯವಿಟ್ಟು ನಾನು ನಿಮ್ಮ ಪಕ್ಕದಲ್ಲಿ ಕುಳಿತುಕೊಳ್ಳಬಹುದೇ?,2
ಮುಂದಿನ ಪರೀಕ್ಷೆಗೆ ನಾನು ಓದಲು ಬಹಳಷ್ಟು ಇದೆ. ನನಗೆ ಸ್ವಲ್ಪ ಆತ್ಮವಿಶ್ವಾಸವಿದೆ,2
ನಾನು ಇಂದು ನಿಮಗೆ ಹೇಗೆ ಸಹಾಯ ಮಾಡಬಹುದು,2
ಓಹ್! ನೀನು ನನ್ನ ತರಗತಿಯಲ್ಲಿ ಇದ್ದೆ ಎಂದು ನಾನು ಮರೆತಿದ್ದೇನೆ ಹ್ಹಾ!,2
"ಈಗ ಮಲಗೋಣ ಮತ್ತು ನಂತರ ಕೆಲಸ ಮಾಡೋಣ, ಸರಿ?",2
ನಾನು ನಾಳೆ ಕೆಲಸಕ್ಕೆ ಹೋಗಬೇಕು.,2
ನಾನು ಇಂದು ರಾತ್ರಿ ಧೂಮಪಾನ ಮಾಡುತ್ತಿಲ್ಲ,2
ನನಗೀಗ ತುಂಬಾ ಬೇಸರವಾಗಿದೆ. ನನಗೆ ಏನನ್ನೂ ಮಾಡಲು ಅನಿಸುತ್ತಿಲ್ಲ,2
ಅವರು ಇನ್ನೂ ಟಿಕೆಟ್ ಮಾರಾಟ ಆರಂಭಿಸಿಲ್ಲ,2
ಉತ್ಪನ್ನವು ಸ್ಟಾಕ್ನಿಂದ ಹೊರಗಿದೆ,2
ನಾನು ನನ್ನ ಕುಟುಂಬವನ್ನು ಪೋಷಿಸಲು ಸಹಾಯ ಮಾಡುವ ಉದ್ಯೋಗವನ್ನು ಹೊಂದಿದ್ದೇನೆ. ಇದು ಬೇಸರದ ಕೆಲಸ,2
ನನ್ನ ಬಾಸ್ ಇಂದು ರಾತ್ರಿಯ ಎಲ್ಲಾ ಯೋಜನೆಗಳನ್ನು ರದ್ದುಗೊಳಿಸಿದ್ದಾರೆ.,2
ಈ ವಾರ ನಾನು ಇನ್ನೂ ಹೆಚ್ಚಿನದನ್ನು ಮಾಡಬೇಕೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ,2
ನಾನು ಈಗ ಊಟ ಮಾಡಬೇಕು. ನನಗೆ ತುಂಬಾ ಹಸಿವಾಗಿದೆ,2
ಪ್ರತಿ ಹೊಸ ವರ್ಷದಲ್ಲಿ ನಾನು ವಿಭಿನ್ನ ನಿರ್ಣಯಗಳನ್ನು ಮಾಡುತ್ತೇನೆ,2
ಹೋಟೆಲ್ ಒದಗಿಸಿದ ಸೇವೆಗಳು ಸರಿಯಾಗಿವೆ,2
ಪ್ರದರ್ಶನವು ನಿಜವಾಗಿಯೂ ಬಹಳ ಸಮಯದಿಂದ ನಡೆಯುತ್ತಿದೆ. ಇದು ಅಂತಿಮವಾಗಿ ಕೊನೆಗೊಂಡಿದೆ ಎಂದು ನನಗೆ ಖುಷಿಯಾಗಿದೆ,2
ನಾನು ಇಂದು ದಂತವೈದ್ಯರೊಂದಿಗೆ ಅಪಾಯಿಂಟ್ಮೆಂಟ್ ಹೊಂದಿದ್ದೇನೆ,2
ನನ್ನ ಅಲರ್ಜಿಗಳಿಗೆ ನಾನು ಕೆಲವು ಔಷಧಿಗಳನ್ನು ಖರೀದಿಸಬೇಕಾಗಿದೆ,2
ಮುಂದಿನ ವಾರದಲ್ಲಿ ನಾನು ನಿಮ್ಮನ್ನು ಊಟಕ್ಕೆ ಭೇಟಿಯಾಗಬಹುದೆಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ,2
ಜೂಲಿ ತನ್ನ ಸ್ನೇಹಿತನೊಂದಿಗೆ ಫೋನ್‌ನಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದಾಳೆ,2
ಅವಳ ಬೆಸ್ಟ್ ಫ್ರೆಂಡ್ ಮತ್ತು ಅವಳ ಗೆಳೆಯ ಊಟಕ್ಕೆ ಬರುತ್ತಿದ್ದಾರೆ,2
ಮುಂದಿನ ಬಾರಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಉತ್ತಮ ಅಂಕಗಳನ್ನು ಪಡೆಯಲು ದಯವಿಟ್ಟು ನನಗೆ ಸಹಾಯ ಮಾಡಬಹುದೇ?,2
ಅವರ ಸೇವೆಯು ತೃಪ್ತಿಕರವಾಗಿದೆ ಎಂದು ಅವರ ಗ್ರಾಹಕರು ಭಾವಿಸಿದರು,2
ನಾವು ಪಿಜ್ಜಾ ತಿನ್ನಲು ಯೋಜಿಸಿದ್ದೇವೆ ಆದರೆ ಬದಲಿಗೆ ಬಿರಿಯಾನಿ ಸೇವಿಸಿದ್ದೇವೆ,2
ಅವನು ನನ್ನ ಮಾತು ಕೇಳಬಹುದಿತ್ತು.,2
ಅದೊಂದು ಕರಾಳ ದಿನ.... :(,3
ಇಂದು ಅಂತಹ ಕೆಟ್ಟ ದಿನವಾಗಿತ್ತು,3
ಎಲ್ಲರೂ ಅಂತ್ಯಕ್ರಿಯೆಯಲ್ಲಿ ಪಾಲ್ಗೊಂಡರು,3
ಅವನು ಬೇಗನೆ ಸತ್ತನು,3
ಅವನ ಸಾವು ಅನಿರೀಕ್ಷಿತವಾಗಿತ್ತು,3
ಆಕೆಯ ಸಾವು ಅನಿರೀಕ್ಷಿತವಾಗಿತ್ತು,3
ಆಕೆಯ ಹಠಾತ್ ನಿಧನವು ಅತೀವ ದುಃಖಕ್ಕೆ ಕಾರಣವಾಯಿತು,3
ಈ ಚಿತ್ರವು ದುಃಖದ ಅಂತ್ಯವನ್ನು ಹೊಂದಿದೆ,3
ಚಿತ್ರದ ಮುಖ್ಯ ಪಾತ್ರವು ಸಾಯುತ್ತದೆ,3
ಆಕೆಯ ತಾಯಿ ಕ್ಯಾನ್ಸರ್ ನಿಂದ ನಿಧನರಾದರು,3
ಅವರು ತಮ್ಮ ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನ ಮಾಡಿದ ನಂತರವೂ ಅವಳು ಪುನಶ್ಚೇತನಗೊಳ್ಳಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ,3
ಆಕೆಯ ಸಹೋದರ ಅವರು ಕೇವಲ 18 ತಿಂಗಳ ಮಗುವಾಗಿದ್ದಾಗ ನಿಧನರಾದರು,3
ಅವರು ಭೀಕರ ಕಾರು ಅಪಘಾತವನ್ನು ಎದುರಿಸಿದರು,3
ಅವರು ತಮ್ಮ ಏಕೈಕ ಮಗನನ್ನು ಅಪಘಾತದಲ್ಲಿ ಕಳೆದುಕೊಂಡರು,3
ಅವರು ಅಪಘಾತವನ್ನು ಎದುರಿಸಿದರು,3
ಅಮಾಯಕನಿಗೆ ಮರಣದಂಡನೆ ವಿಧಿಸಲಾಯಿತು,3
ಅಮಾಯಕರು ಹೆಚ್ಚಾಗಿ ಮೂರ್ಖರಾಗುತ್ತಾರೆ,3
ಅವರು ಅವನ ಮನೆಯಿಂದ ಎಲ್ಲಾ ಹಣವನ್ನು ಕದ್ದೊಯ್ದರು,3
ಆರ್ಥಿಕವಾಗಿ ಬಡವರಿಗೆ ಯಾವಾಗಲೂ ನ್ಯಾಯ ಸಿಗುವುದಿಲ್ಲ,3
ನಾನು ವರ್ಷದ ಈ ಸಮಯವನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ,3
ನಾನು ಇನ್ನು ಮುಂದೆ ಇದನ್ನು ಮಾಡಲು ಬಯಸುತ್ತೇನೆ ಎಂದು ನನಗೆ ಖಚಿತವಿಲ್ಲ,3
ಅವರ ಏಕೈಕ ಮಗನಿಗೆ ಸ್ವಲೀನತೆ ಇದೆ,3
ಅವರು ತಮ್ಮ ಮಕ್ಕಳನ್ನು ಮನೆಗೆ ಬೆಂಕಿಯಲ್ಲಿ ಕಳೆದುಕೊಂಡರು,3
ಅವರ ಮಗನಿಗೆ ಡೌನ್ ಸಿಂಡ್ರೋಮ್ ಇದೆ,3
ನನಗೆ ಅಳಲು ಅನಿಸುತ್ತಿದೆ,3
ಚಲನಚಿತ್ರವು ನನ್ನನ್ನು ತುಂಬಾ ಅಳುವಂತೆ ಮಾಡಿತು,3
ನಾನು ನನ್ನ ಗಂಡನನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,3
ನಾನು ನನ್ನ ಹೆತ್ತವರನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,3
ಆಕೆಗೆ ಸ್ನೇಹಿತರಿಲ್ಲ,3
ಕಳೆದ ಮೂರು ದಿನಗಳಿಂದ ನಾನು ಚೆನ್ನಾಗಿ ನಿದ್ದೆ ಮಾಡಿಲ್ಲ ಏಕೆಂದರೆ ನನಗೆ ತುಂಬಾ ಚಳಿ ಇದೆ,3
ಇಂದು ರಜೆಯ ಕೊನೆಯ ದಿನ,3
ಮುಂದಿನ ವಾರ ರಜೆ ಸಿಗುತ್ತದೆ,3
ನನ್ನ ಪರೀಕ್ಷಾ ಫಲಿತಾಂಶಗಳ ಬಗ್ಗೆ ನಾನು ತುಂಬಾ ಚಿಂತಿತನಾಗಿದ್ದೇನೆ,3
ಆಕೆಗೆ ಕ್ಯಾನ್ಸರ್ ಇರುವುದು ಪತ್ತೆಯಾಯಿತು,3
ಅವನಿಗೆ ಮೆದುಳಿನ ಗೆಡ್ಡೆ ಇದೆ,3
ಅವನು ಬದುಕಲು ಐದು ದಿನಗಳು ಉಳಿದಿವೆ,3
ನನ್ನ ಅಜ್ಜ ಐವತ್ತರ ಹರೆಯದಲ್ಲಿ ತೀರಿಕೊಂಡರು,3
ಅವನು ನನ್ನ ದಿನವನ್ನು ಹಾಳು ಮಾಡಿದನು,3
ನಿಮ್ಮ ಅಭಿನಯವನ್ನು ನೋಡಿದ ನಂತರ ನಾನು ತುಂಬಾ ಖಿನ್ನತೆಗೆ ಒಳಗಾಗಿದ್ದೇನೆ,3
ಇಂದು ನನ್ನ ಜೀವನದ ಅತ್ಯಂತ ಬೇಸರದ ದಿನ,3
ನಾನು ಇದನ್ನು ಇನ್ನು ಮುಂದೆ ಮುಂದುವರಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,3
ನನಗೆ ಬಿಟ್ಟುಕೊಡಲು ಅನಿಸುತ್ತದೆ,3
ನಾನು ಇನ್ನು ಮುಂದೆ ನೋವನ್ನು ನಿಭಾಯಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,3
ಅವರು ಮದುವೆಯಾದ ಒಂದು ತಿಂಗಳ ನಂತರ ಅವರ ಪತ್ನಿ ನಿಧನರಾದರು,3
ಅವರ ಕಾಯಿಲೆಗೆ ಯಾವುದೇ ಚಿಕಿತ್ಸೆ ಇಲ್ಲ ಎಂದು ವೈದ್ಯರು ದೃಢಪಡಿಸಿದರು,3
ನಾನು ನನ್ನ ನಾಯಿಮರಿಯನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,3
ನಾನು ನನ್ನ ಬೆಕ್ಕನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,3
ನನ್ನ ನಾಯಿ ಮನೆಯಿಂದ ಓಡಿಹೋಯಿತು,3
ಅವರ ಮಗಳು ಒಬ್ಬ ವ್ಯಕ್ತಿಯೊಂದಿಗೆ ಓಡಿಹೋದಳು,3
ಅವಳು ಅವನ ಪ್ರಸ್ತಾಪವನ್ನು ತಿರಸ್ಕರಿಸಿದಳು,3
ನಾನು ನಿಜವಾಗಿಯೂ ನನ್ನ ಪತಿ ಮನೆಗೆ ಮರಳಲು ಬಯಸುತ್ತೇನೆ,3
ಅವಳು ತನ್ನ ಮಕ್ಕಳನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತಾಳೆ ಮತ್ತು ಅವರು ಸಾಧ್ಯವಾದಷ್ಟು ಬೇಗ ಮನೆಗೆ ಬರಬೇಕೆಂದು ಬಯಸುತ್ತಾರೆ,3
ನನ್ನ ಮಕ್ಕಳು ನನಗೆ ಪಿಜ್ಜಾವನ್ನು ತಿನ್ನಲು ಬಿಡುವುದಿಲ್ಲ ಏಕೆಂದರೆ ಅವರು ಅದನ್ನು ದ್ವೇಷಿಸುತ್ತಾರೆ,3
ಔಷಧಿಯು ಸಹಾಯ ಮಾಡಲಿಲ್ಲ,3
ನನ್ನ ಹೊಸ ಬ್ಲಾಗ್ ಎಂಬತ್ತು ವರ್ಷದ ಮುದುಕನೊಬ್ಬ ತನ್ನ ಸ್ವಂತ ಮಗನಿಂದಲೇ ಮೋಸ ಹೋದ ನೋವಿನ ಕಥೆ,3
ಓಹ್ ಇಲ್ಲ! ಅದು ಅನಿರೀಕ್ಷಿತವಾಗಿತ್ತು,3
ಅಯ್ಯೋ! ಅವನು ಸತ್ತಿದ್ದಾನೆ,3
ನನ್ನ ಬಾಲ್ಯದ ನೆನಪುಗಳು ಅಹಿತಕರವಾಗಿವೆ,3
ನಾನು ನನ್ನ ಸಹೋದರನನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ,3
ಅವನು ತನ್ನ ದೀರ್ಘಕಾಲದ ಗೆಳತಿಯೊಂದಿಗೆ ಮುರಿದುಬಿದ್ದನು,3
ನಾನು ನನ್ನ ಗೆಳೆಯನನ್ನು ಎರಡು ದಿನಗಳಿಂದ ನೋಡಿಲ್ಲ:((,3
ಅರ್ಘ್ಹ್ಹ್!! ನಾಳೆ ಸೋಮವಾರ,3
ನನ್ನ ದವಡೆ ಮತ್ತು ಹಲ್ಲುಗಳು ನೋಯುತ್ತಿವೆ,3
